YEAR,QUARTER,MONTH,DAY_OF_MONTH,DAY_OF_WEEK,FL_DATE,OP_UNIQUE_CARRIER,OP_CARRIER_AIRLINE_ID,OP_CARRIER,TAIL_NUM,OP_CARRIER_FL_NUM,ORIGIN_AIRPORT_ID,ORIGIN_AIRPORT_SEQ_ID,ORIGIN_CITY_MARKET_ID,ORIGIN,ORIGIN_CITY_NAME,ORIGIN_STATE_ABR,ORIGIN_STATE_FIPS,ORIGIN_STATE_NM,ORIGIN_WAC,DEST_AIRPORT_ID,DEST_AIRPORT_SEQ_ID,DEST_CITY_MARKET_ID,DEST,DEST_CITY_NAME,DEST_STATE_ABR,DEST_STATE_FIPS,DEST_STATE_NM,DEST_WAC,CRS_DEP_TIME,DEP_TIME,DEP_DELAY,DEP_DELAY_NEW,DEP_DEL15,DEP_DELAY_GROUP,DEP_TIME_BLK,TAXI_OUT,WHEELS_OFF,WHEELS_ON,TAXI_IN,CRS_ARR_TIME,ARR_TIME,ARR_DELAY,ARR_DELAY_NEW,ARR_DEL15,ARR_DELAY_GROUP,ARR_TIME_BLK,CANCELLED,CANCELLATION_CODE,DIVERTED,CRS_ELAPSED_TIME,ACTUAL_ELAPSED_TIME,AIR_TIME,FLIGHTS,DISTANCE,DISTANCE_GROUP,CARRIER_DELAY,WEATHER_DELAY,NAS_DELAY,SECURITY_DELAY,LATE_AIRCRAFT_DELAY,FIRST_DEP_TIME,TOTAL_ADD_GTIME,LONGEST_ADD_GTIME,DIV_AIRPORT_LANDINGS,DIV_REACHED_DEST,DIV_ACTUAL_ELAPSED_TIME,DIV_ARR_DELAY,DIV_DISTANCE,DIV1_AIRPORT,DIV1_AIRPORT_ID,DIV1_AIRPORT_SEQ_ID,DIV1_WHEELS_ON,DIV1_TOTAL_GTIME,DIV1_LONGEST_GTIME,DIV1_WHEELS_OFF,DIV1_TAIL_NUM,DIV2_AIRPORT,DIV2_AIRPORT_ID,DIV2_AIRPORT_SEQ_ID,DIV2_WHEELS_ON,DIV2_TOTAL_GTIME,DIV2_LONGEST_GTIME,DIV2_WHEELS_OFF,DIV2_TAIL_NUM,DIV3_AIRPORT,DIV3_AIRPORT_ID,DIV3_AIRPORT_SEQ_ID,DIV3_WHEELS_ON,DIV3_TOTAL_GTIME,DIV3_LONGEST_GTIME,DIV3_WHEELS_OFF,DIV3_TAIL_NUM,DIV4_AIRPORT,DIV4_AIRPORT_ID,DIV4_AIRPORT_SEQ_ID,DIV4_WHEELS_ON,DIV4_TOTAL_GTIME,DIV4_LONGEST_GTIME,DIV4_WHEELS_OFF,DIV4_TAIL_NUM,DIV5_AIRPORT,DIV5_AIRPORT_ID,DIV5_AIRPORT_SEQ_ID,DIV5_WHEELS_ON,DIV5_TOTAL_GTIME,DIV5_LONGEST_GTIME,DIV5_WHEELS_OFF,DIV5_TAIL_NUM
2021,1,1,11,1,1/11/2021,OO,20304,OO,N460SW,4245,11433,1143302,31295,DTW,"Detroit, MI",MI,26,Michigan,43,14150,1415002,34150,PLN,"Pellston, MI",MI,26,Michigan,43,2045,1301,976,976,1,12,2000-2059,14,1315,1402,7,2202,1409,967,967,1,12,2200-2259,0,,0,77,68,47,1,243,1,0,967,0,0,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,1,1,5,2,1/5/2021,OO,20304,OO,N259SY,3755,14869,1486903,34614,SLC,"Salt Lake City, UT",UT,49,Utah,87,14570,1457002,34570,RNO,"Reno, NV",NV,32,Nevada,85,1150,1148,-2,0,0,-1,1100-1159,9,1157,1205,4,1228,1209,-19,0,0,-2,1200-1259,0,,0,98,81,68,1,422,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,1,1,11,1,1/11/2021,OO,20304,OO,N449SW,4247,14869,1486903,34614,SLC,"Salt Lake City, UT",UT,49,Utah,87,15389,1538902,35389,TWF,"Twin Falls, ID",ID,16,Idaho,83,2220,2218,-2,0,0,-1,2200-2259,20,2238,2309,3,2317,2312,-5,0,0,-1,2300-2359,0,,0,57,54,31,1,175,1,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,1,1,5,2,1/5/2021,OO,20304,OO,N829SK,3756,13487,1348702,31650,MSP,"Minneapolis, MN",MN,27,Minnesota,63,13930,1393007,30977,ORD,"Chicago, IL",IL,17,Illinois,41,1250,1246,-4,0,0,-1,1200-1259,14,1300,1354,7,1428,1401,-27,0,0,-2,1400-1459,0,,0,98,75,54,1,334,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,1,1,11,1,1/11/2021,OO,20304,OO,N923EV,4248,12003,1200305,31895,GTF,"Great Falls, MT",MT,30,Montana,84,14869,1486903,34614,SLC,"Salt Lake City, UT",UT,49,Utah,87,1230,1223,-7,0,0,-1,1200-1259,7,1230,1338,3,1356,1341,-15,0,0,-1,1300-1359,0,,0,86,78,68,1,463,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,1,1,5,2,1/5/2021,OO,20304,OO,N829SK,3756,13930,1393007,30977,ORD,"Chicago, IL",IL,17,Illinois,41,13487,1348702,31650,MSP,"Minneapolis, MN",MN,27,Minnesota,63,1518,1516,-2,0,0,-1,1500-1559,15,1531,1635,3,1657,1638,-19,0,0,-2,1600-1659,0,,0,99,82,64,1,334,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,1,1,11,1,1/11/2021,OO,20304,OO,N923EV,4248,14869,1486903,34614,SLC,"Salt Lake City, UT",UT,49,Utah,87,12003,1200305,31895,GTF,"Great Falls, MT",MT,30,Montana,84,955,941,-14,0,0,-1,0900-0959,14,955,1107,4,1143,1111,-32,0,0,-2,1100-1159,0,,0,108,90,72,1,463,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,1,1,11,1,1/11/2021,OO,20304,OO,N907SW,4249,14113,1411302,34113,PIH,"Pocatello, ID",ID,16,Idaho,83,14869,1486903,34614,SLC,"Salt Lake City, UT",UT,49,Utah,87,1550,1545,-5,0,0,-1,1500-1559,3,1548,1619,8,1652,1627,-25,0,0,-2,1600-1659,0,,0,62,42,31,1,150,1,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,1,1,5,2,1/5/2021,OO,20304,OO,N247SY,3758,10800,1080003,32575,BUR,"Burbank, CA",CA,6,California,91,14869,1486903,34614,SLC,"Salt Lake City, UT",UT,49,Utah,87,1330,1324,-6,0,0,-1,1300-1359,14,1338,1611,6,1629,1617,-12,0,0,-1,1600-1659,0,,0,119,113,93,1,574,3,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,1,1,11,1,1/11/2021,OO,20304,OO,N907SW,4249,14869,1486903,34614,SLC,"Salt Lake City, UT",UT,49,Utah,87,14113,1411302,34113,PIH,"Pocatello, ID",ID,16,Idaho,83,1406,1404,-2,0,0,-1,1400-1459,23,1427,1502,4,1505,1506,1,1,0,0,1500-1559,0,,0,59,62,35,1,150,1,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,1,1,5,2,1/5/2021,OO,20304,OO,N247SY,3758,14869,1486903,34614,SLC,"Salt Lake City, UT",UT,49,Utah,87,10800,1080003,32575,BUR,"Burbank, CA",CA,6,California,91,1130,1126,-4,0,0,-1,1100-1159,16,1142,1211,3,1236,1214,-22,0,0,-2,1200-1259,0,,0,126,108,89,1,574,3,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,1,1,5,2,1/5/2021,OO,20304,OO,N252SY,3759,13487,1348702,31650,MSP,"Minneapolis, MN",MN,27,Minnesota,63,13198,1319801,33198,MCI,"Kansas City, MO",MO,29,Missouri,64,2100,2059,-1,0,0,-1,2100-2159,12,2111,2211,4,2245,2215,-30,0,0,-2,2200-2259,0,,0,105,76,60,1,393,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,1,1,11,1,1/11/2021,OO,20304,OO,N936SW,4251,15389,1538902,35389,TWF,"Twin Falls, ID",ID,16,Idaho,83,14869,1486903,34614,SLC,"Salt Lake City, UT",UT,49,Utah,87,1155,1143,-12,0,0,-1,1100-1159,17,1200,1241,8,1251,1249,-2,0,0,-1,1200-1259,0,,0,56,66,41,1,175,1,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,1,1,5,2,1/5/2021,OO,20304,OO,N275SY,3762,14893,1489302,33192,SMF,"Sacramento, CA",CA,6,California,91,12892,1289208,32575,LAX,"Los Angeles, CA",CA,6,California,91,1053,1043,-10,0,0,-1,1000-1059,12,1055,1154,6,1226,1200,-26,0,0,-2,1200-1259,0,,0,93,77,59,1,373,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,1,1,11,1,1/11/2021,OO,20304,OO,N885AS,4252,10333,1033302,30333,APN,"Alpena, MI",MI,26,Michigan,43,11433,1143302,31295,DTW,"Detroit, MI",MI,26,Michigan,43,1815,1807,-8,0,0,-1,1800-1859,6,1813,1846,5,1931,1851,-40,0,0,-2,1900-1959,0,,0,76,44,33,1,198,1,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,1,1,11,1,1/11/2021,OO,20304,OO,N885AS,4252,11433,1143302,31295,DTW,"Detroit, MI",MI,26,Michigan,43,10333,1033302,30333,APN,"Alpena, MI",MI,26,Michigan,43,1615,1612,-3,0,0,-1,1600-1659,23,1635,1717,3,1727,1720,-7,0,0,-1,1700-1759,0,,0,72,68,42,1,198,1,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
